FSV,M,g,l,max_delta,max_ll,max_mu_hat,max_s2_t_hat,model,n,s2_FSV,s2_logdelta,time,BIC,max_ll_null,LLR,pval,qval
0.34950615026194376,4,CASZ1,0.7071067811865476,1.8608755868208535,3875.422896212145,-0.7402885891215929,0.1611093461911293,SE,3639,0.0014239922721486574,0.031015487699619218,0.008798360824584961,-7718.047935633842,3867.21558417411,8.20731203803507,0.004172191148934079,0.023018545414712804
0.6267330653506334,4,NCMAP,0.7071067811865476,0.5954782156030954,7030.098944294383,-0.6936084602732552,0.22074712458289028,SE,3639,0.0011402121473208,0.0237256414204068,0.007354259490966797,-14027.400031798317,7006.1791781131815,23.91976618120134,1.004352338074277e-06,1.0219228360879917e-05
0.35180861328246826,4,PAFAH2,0.7071067811865476,1.8421532377026109,2886.163204189128,-0.7681887176874828,0.176018745266163,SE,3639,0.0016081035492202642,0.0348563367099547,0.008695602416992188,-5739.528551587808,2878.5909027369667,7.572301452161355,0.0059272052678006615,0.03145012094715889
0.4721444836392953,4,CD101,0.7071067811865476,1.1178128828959275,4232.109107996233,-0.7346506285951397,0.20185920384449116,SE,3639,0.0009907396105261225,0.018648310139460153,0.007433414459228516,-8431.420359202019,4217.211568099816,14.897539896417584,0.00011351091713440731,0.0008738692723882851
0.4393985932786127,4,TBX15,0.7071067811865476,1.2756293028579622,6498.278355245937,-0.7127484871258779,0.17784415369502168,SE,3639,0.0010728754206124906,0.020569810288069024,0.007403373718261719,-12963.758853701425,6485.693649798712,12.584705447225133,0.0003889163231701742,0.0027073981879375446
0.38107633563053506,4,RASAL2,0.7071067811865476,1.6238805260082723,-880.1267527117079,-1.7559808092051952,0.9949359613813868,SE,3639,0.0008409219276597539,0.01727173996648824,0.010017871856689453,1793.0513622138644,-889.0421676692968,8.915414957588837,0.0028277355304675567,0.016341048594336553
0.5058073368319961,4,TPO,0.7071067811865476,0.9768775633234832,6499.624263486334,-0.7074581024259113,0.1956505552612147,SE,3639,0.0013519360711348656,0.025328187873993487,0.007379055023193359,-12966.45067018222,6484.847653642069,14.776609844264385,0.00012102742757202911,0.0009273797361341627
0.9344300223541797,4,HOXD9,0.7071067811865476,0.07015961838568945,7382.471181976534,-0.690910596143486,0.288499198895598,SE,3639,0.012824776458769581,2.813739695018021,0.020350217819213867,-14732.14450716262,7337.399190589482,45.07199138705255,1.8992252215355165e-11,3.035729675911823e-10
0.2721675686954422,4,HAGLROS,0.7071067811865476,2.6737696887043962,4944.450301291915,-0.7028622503045641,0.1168240248904172,SE,3639,0.0019943045817786996,0.05433736970796654,0.007384538650512695,-9856.102745793381,4935.814250651216,8.636050640699068,0.0032957511477833545,0.018651096420129906
0.45127407868445946,4,NEUROD1,0.7071067811865476,1.2157493726023858,1973.461428385624,-0.9548393016761269,0.3336486395870655,SE,3639,0.0009286627796720303,0.0176578888785873,0.0074503421783447266,-3914.124999980799,1959.056544100536,14.404884285087974,0.00014741944808072116,0.0011144539408366467
0.3133013517375865,4,CMTM7,0.7071067811865476,2.1914566788282595,3729.287236920739,-0.7049831878715338,0.13368845072893362,SE,3639,0.0016788349584352345,0.03996981591613345,0.008716344833374023,-7425.7766170510295,3722.1878158630093,7.099421057729614,0.007710885431582715,0.03947395352965257
0.8532105214167145,4,LINC02585,0.7071067811865476,0.17201554329804392,7380.197921620478,-0.6942012180630911,0.2743135163571216,SE,3639,0.002657206271999893,0.1582999342714749,0.02818012237548828,-14727.597986450508,7337.427896069497,42.77002555098079,6.156841703131022e-11,9.495967143494639e-10
