Unnamed: 0,combined_pvalue,adjusted_pvalue,genes
4402,22453,0.0023391191046355,0.0452630869169756,ARGLU1
4403,22458,0.0017784197087467,0.0350106197908272,FAM155A
4405,22472,3.12038290539718e-07,8.82297371320038e-06,IRS2
4408,22490,3.88257110282009e-05,0.0009209344675959,ANKRD10
4409,22494,0.0010631020441764,0.0214103654704855,ARHGEF7
4410,22514,0.000346546419115,0.0074106098536282,MCF2L
4412,22525,5.55e-17,3.0053560136053704e-15,LAMP1
4417,22549,1.56019641650573e-11,5.745827379360471e-10,UPF3A
4423,22615,2.2204460492503099e-16,1.00733054830801e-14,RNASE1
4424,22626,5.55e-17,3.0053560136053704e-15,NDRG2
4425,22638,5.55e-17,3.0053560136053704e-15,HNRNPC
4429,22782,5.55e-17,3.0053560136053704e-15,DAD1
4431,22788,3.38042325750409e-05,0.0008058839832057,MRPL52
4432,22790,5.55e-17,3.0053560136053704e-15,LRP10
4435,22801,1.64733847511922e-05,0.0004024334349068,PSMB5
4441,22815,5.55e-17,3.0053560136053704e-15,SLC22A17
4442,22819,5.55e-17,3.0053560136053704e-15,CMTM5
4445,22829,5.55e-17,3.0053560136053704e-15,JPH4
4446,22837,5.55e-17,3.0053560136053704e-15,CPNE6
4448,22843,8.2989286553925e-09,2.59847610903225e-07,PSME1
4450,22846,4.4966337320318e-09,1.42987073918316e-07,PSME2
4451,22857,3.20622624927491e-05,0.000766444280206,CHMP4A
4452,22860,4.21662704752634e-13,1.66824480631127e-11,NEDD8
4457,22884,6.78808120824215e-11,2.4044601492417502e-09,STXBP6
4459,22897,3.84886318371969e-08,1.15833347533185e-06,FOXG1
4464,22932,0.001144154468248,0.022997347854589,ARHGAP5
4465,22933,0.0008855594583864,0.0180489821430164,AKAP6
4466,22938,5.78505595649759e-08,1.71824247539247e-06,SPTSSA
4468,22942,5.55e-17,3.0053560136053704e-15,SNX6
4469,22943,5.55e-17,3.0053560136053704e-15,CFL2
4471,22947,8.881784197001249e-16,3.9503158757177104e-14,FAM177A1
4473,22953,8.83153638375767e-06,0.0002225848168073,NFKBIA
4477,22985,1.11022302462516e-16,5.3329264322189e-15,SSTR1
4478,22989,1.27391534654464e-07,3.69238195630885e-06,SEC23A
4482,23003,4.75746692041312e-07,1.32862583544316e-05,LRFN5
4484,23020,0.0003504600785162,0.0074916844261218,FKBP3
4485,23033,5.55e-17,3.0053560136053704e-15,RPS29
4486,23035,3.25295346215171e-14,1.35711716070584e-12,RPL36AL
4491,23055,1.46549439250521e-14,6.1984220893815e-13,MAP4K5
4492,23057,1.18793863634892e-14,5.041888347300509e-13,ATL1
4495,23078,2.2204460492503099e-16,1.00733054830801e-14,GNG2
4500,23097,0.0008617591800816,0.0176102176333104,DDHD1
4502,23106,4.75868744409524e-09,1.51241513134026e-07,GMFB
4505,23113,4.0176026550709e-05,0.0009518576015441,LGALS3
4506,23117,8.54871728961371e-15,3.66382122101533e-13,FBXO34
4507,23122,5.55e-17,3.0053560136053704e-15,KTN1
4511,23147,0.0009195193185275,0.0186907734665682,ACTR10
4517,23164,5.55e-17,3.0053560136053704e-15,RTN1
4522,23193,2.34136487975434e-10,8.060439065594451e-09,SYT16
4523,23197,3.774758283725531e-15,1.6384292050792998e-13,KCNH5
4527,23216,5.1672000012103995e-12,1.95346576580632e-10,AKAP5
4528,23219,5.55e-17,3.0053560136053704e-15,HSPA2
4529,23222,5.55e-17,3.0053560136053704e-15,PLEKHG3
4530,23223,1.26430203475358e-05,0.0003129800742055,SPTB
4532,23227,8.53857008431547e-08,2.50090193295181e-06,RAB15
4534,23234,5.55e-17,3.0053560136053704e-15,FUT8
4536,23243,2.24602834331122e-07,6.39797177922949e-06,MPP5
4537,23244,3.7839953392904097e-11,1.3592262620095e-09,ATP6V1D
4539,23248,5.55e-17,3.0053560136053704e-15,PLEKHH1
4542,23253,0.0011047396938754,0.0222343047505817,RDH11
4543,23260,5.55e-17,3.0053560136053704e-15,ZFP36L1
4544,23261,5.55e-17,3.0053560136053704e-15,ACTN1
4551,23289,0.0001484650509937,0.0033306356964259,TTC9
4552,23291,5.3897383189061e-05,0.0012627798528957,MAP3K9
4554,23301,1.99840144432528e-15,8.74843900067361e-14,SIPA1L1
4555,23303,0.0001312965543673,0.0029606639183438,RGS6
4557,23310,5.55e-17,3.0053560136053704e-15,PSEN1
4560,23326,1.11022302462516e-16,5.3329264322189e-15,PNMA1
4561,23339,2.2821966538799598e-11,8.304901691361981e-10,ALDH6A1
4562,23347,5.55e-17,3.0053560136053704e-15,NPC2
4568,23366,5.55e-17,3.0053560136053704e-15,TMED10
4569,23370,5.55e-17,3.0053560136053704e-15,FOS
4575,23407,1.11022302462516e-16,5.3329264322189e-15,NGB
4578,23416,5.55e-17,3.0053560136053704e-15,SPTLC2
4581,23422,2.2204460492503099e-16,1.00733054830801e-14,NRXN3
4585,23456,5.55e-17,3.0053560136053704e-15,FLRT2
4586,23469,3.1479263640221697e-12,1.19672557402481e-10,GALC
4589,23501,5.55e-17,3.0053560136053704e-15,CALM1
4593,23524,5.55e-17,3.0053560136053704e-15,NDUFB1
4596,23533,5.55e-17,3.0053560136053704e-15,CHGA
4597,23534,5.55e-17,3.0053560136053704e-15,ITPK1
4598,23536,5.55e-17,3.0053560136053704e-15,MOAP1
4600,23551,1.06267596944321e-08,3.29717624785898e-07,DDX24
4602,23553,5.55e-17,3.0053560136053704e-15,IFI27
4603,23554,1.8240729877661e-06,4.86347585825298e-05,IFI27L2
4604,23555,5.55e-17,3.0053560136053704e-15,PPP4R4
4605,23571,1.8129941992128799e-13,7.276246920945069e-12,DICER1
4607,23587,5.55e-17,3.0053560136053704e-15,C14orf132
4612,23626,5.55e-17,3.0053560136053704e-15,CYP46A1
4613,23629,4.8052688672362e-05,0.001131469594865,EVL
4615,23635,8.41332337131462e-10,2.80799972299047e-08,SLC25A29
4616,23638,0.0001805738797566,0.0040069266720699,WARS
4617,23642,4.08631128934189e-10,1.38496514096725e-08,BEGAIN
4618,23647,5.55e-17,3.0053560136053704e-15,MEG3
4621,23672,5.55e-17,3.0053560136053704e-15,HSP90AA1
4624,23678,0.0002943631705796,0.0063658407596923,ANKRD9
4626,23693,1.33919542122385e-11,4.94382531886055e-10,EIF5
4628,23695,5.55e-17,3.0053560136053704e-15,CKB
4631,23700,5.55e-17,3.0053560136053704e-15,KLC1
4635,23711,5.55e-17,3.0053560136053704e-15,ATP5MPL
4637,23725,5.55e-17,3.0053560136053704e-15,INF2
4640,23735,0.0008675527453634,0.0177167872600774,CEP170B
4641,23738,6.20348217239552e-12,2.3351432796035403e-10,AHNAK2
4643,23744,4.00026035904943e-05,0.00094811560964,NUDT14
4644,23745,5.33793349397627e-05,0.0012514782586589,BRF1
4645,23746,5.592575332658e-05,0.0013068037421542,BTBD6
4646,23747,5.55e-17,3.0053560136053704e-15,PACS2
4648,23752,5.55e-17,3.0053560136053704e-15,CRIP2
4650,23759,5.55e-17,3.0053560136053704e-15,IGHG4
4651,23763,5.55e-17,3.0053560136053704e-15,IGHA1
4652,23986,5.55e-17,3.0053560136053704e-15,NIPA1
4656,24007,5.55e-17,3.0053560136053704e-15,SNRPN
4657,24011,5.55e-17,3.0053560136053704e-15,PWAR6
4659,24021,5.55e-17,3.0053560136053704e-15,GABRB3
4660,24023,5.55e-17,3.0053560136053704e-15,GABRA5
4662,24038,1.76576531174533e-10,6.12708377964208e-09,APBA2
4664,24044,5.55e-17,3.0053560136053704e-15,TJP1
4665,24063,5.55e-17,3.0053560136053704e-15,MTMR10
4666,24068,9.63881987559034e-08,2.81239925047731e-06,KLF13
4668,24080,5.55e-17,3.0053560136053704e-15,SCG5
4670,24095,0.0009997644542307,0.0201945435934925,EMC4
4672,24100,5.55e-17,3.0053560136053704e-15,LPCAT4
4677,24131,1.0001999228847999e-12,3.89424832425439e-11,RASGRP1
4679,24151,6.69836308286875e-06,0.0001703639691164,SRP14
4680,24159,2.2204460492503099e-16,1.00733054830801e-14,PAK6
4682,24167,1.47874005174131e-06,3.97038021674128e-05,DISP2
4686,24200,1.7015278075405097e-11,6.254951662780331e-10,CHP1
4689,24205,5.55e-17,3.0053560136053704e-15,ITPKA
4690,24208,1.77458048256085e-12,6.818250157970409e-11,TYRO3
4692,24228,5.55e-17,3.0053560136053704e-15,TMEM87A
4696,24256,0.0009092341055714,0.0185038999741699,TUBGCP4
4698,24258,1.11022302462516e-16,5.3329264322189e-15,MAP1A
4699,24260,1.22828784765439e-06,3.3212188665562e-05,CKMT1B
4700,24264,1.11022302462516e-16,5.3329264322189e-15,CKMT1A
4701,24265,0.0011322536994218,0.0227656155189896,PDIA3
4702,24268,5.55e-17,3.0053560136053704e-15,SERF2
4705,24280,0.0011832091196917,0.0237356020306702,EIF3J
4706,24283,5.55e-17,3.0053560136053704e-15,B2M
4708,24299,5.55e-17,3.0053560136053704e-15,GATM
4709,24308,0.0003423744159472,0.0073316347140724,BLOC1S6
4710,24314,0.0002994234955895,0.0064638621795568,SEMA6D
4713,24336,0.0012870865625653,0.0257015625709667,EID1
4714,24338,5.55e-17,3.0053560136053704e-15,SECISBP2L
4717,24367,5.55e-17,3.0053560136053704e-15,GLDN
4718,24369,2.2204460492503103e-15,9.70661127919929e-14,DMXL2
4719,24371,2.2204460492503099e-16,1.00733054830801e-14,SCG3
4720,24374,2.36144437337771e-13,9.42796382965792e-12,LYSMD2
4721,24375,5.55e-17,3.0053560136053704e-15,TMOD2
4723,24385,3.8635761256955403e-14,1.60204431819602e-12,GNB5
4724,24390,5.55e-17,3.0053560136053704e-15,MYO5A
4725,24391,5.55e-17,3.0053560136053704e-15,ARPP19
4729,24431,0.0001753413079679,0.0038950498776427,POLR2M
4730,24439,2.2204460492503099e-16,1.00733054830801e-14,ADAM10
4731,24441,0.0003361239956969,0.0072053457409092,MINDY2
4733,24444,2.05902118466383e-07,5.87346409370789e-06,SLTM
4734,24450,6.3948846218409e-14,2.62500078540319e-12,FAM81A
4736,24457,1.3946425125865901e-09,4.59214405052597e-08,ANXA2
4739,24487,7.01117781831684e-07,1.93857585330074e-05,TPM1
4740,24492,5.55e-17,3.0053560136053704e-15,RPS27L
4741,24502,9.4086868851484e-08,2.74786968483286e-06,HERC1
4742,24507,5.55e-17,3.0053560136053704e-15,SNX1
4743,24509,5.55e-17,3.0053560136053704e-15,PPIB
4745,24526,0.0004529146995048,0.0095649777867523,SPG21
4749,24546,0.0002568269394924,0.0055916038070628,RAB11A
4750,24552,5.55e-17,3.0053560136053704e-15,MAP2K1
4752,24555,5.55e-17,3.0053560136053704e-15,RPL4
4753,24564,8.881784197001249e-16,3.9503158757177104e-14,SMAD3
4757,24574,0.000849971331116,0.0173809295161021,PIAS1
4758,24579,3.52696306225031e-05,0.0008398379487273,FEM1B
4760,24582,1.11022302462516e-16,5.3329264322189e-15,ANP32A
4761,24594,5.55e-17,3.0053560136053704e-15,RPLP1
4763,24609,5.55e-17,3.0053560136053704e-15,LARP6
4765,24623,5.55e-17,3.0053560136053704e-15,PKM
4769,24642,5.55e-17,3.0053560136053704e-15,NEO1
4770,24647,5.55e-17,3.0053560136053704e-15,NPTN
4772,24656,0.0016131719512295,0.031911355913069,STOML1
4777,24685,1.11022302462516e-16,5.3329264322189e-15,SCAMP2
4780,24688,5.55e-17,3.0053560136053704e-15,COX5A
4781,24690,5.55e-17,3.0053560136053704e-15,SCAMP5
4783,24699,9.04198553715041e-05,0.0020639951999266,MAN2C1
4790,24726,0.0005082024148926,0.0106810199088259,RCN2
4791,24728,9.91044069742486e-06,0.0002487532069207,TSPAN3
4793,24734,5.55e-17,3.0053560136053704e-15,LINGO1
4794,24744,0.000108622984796,0.0024629902677866,IDH3A
4799,24763,1.11022302462516e-16,5.3329264322189e-15,MORF4L1
4800,24764,5.55e-17,3.0053560136053704e-15,CTSH
4801,24765,5.55e-17,3.0053560136053704e-15,RASGRF1
4804,24784,6.48370246381091e-14,2.6596765046417897e-12,ARNT2
4809,24820,2.6843595124503804e-09,8.67554992024508e-08,AP3B2
4812,24833,1.11022302462516e-16,5.3329264322189e-15,TM6SF1
4814,24838,5.55e-17,3.0053560136053704e-15,SH3GL3
4815,24851,5.81517500819473e-10,1.95792313425976e-08,SEC11A
4816,24856,5.55e-17,3.0053560136053704e-15,PDE8A
4817,24874,1.5543122344752201e-15,6.8140828070943e-14,NTRK3
4820,24885,5.55e-17,3.0053560136053704e-15,MFGE8
4826,24911,0.0001468108190331,0.0032959395903741,IDH2
4827,24914,1.64104372024632e-06,4.38692904358609e-05,CIB1
4828,24919,9.13524205059524e-07,2.50215268492273e-05,NGRN
4830,24933,5.55e-17,3.0053560136053704e-15,MAN2A2
4833,24945,1.11022302462516e-16,5.3329264322189e-15,SV2B
4834,24949,5.55e-17,3.0053560136053704e-15,SLCO3A1
4837,24963,5.55e-17,3.0053560136053704e-15,RGMA
4838,25017,0.0007898009404778,0.0162100436362874,IGF1R
4839,25022,5.33945795870849e-05,0.0012514782586589,SYNM
4840,25031,2.6167521371967e-07,7.43326093844413e-06,MEF2A
4841,25057,8.79907294804028e-08,2.57473915446637e-06,SELENOS
4843,25060,5.55e-17,3.0053560136053704e-15,PCSK6
4844,25065,6.20461342268896e-05,0.0014437579567001,TM2D3
4845,25066,2.34790742403845e-10,8.078421595736231e-09,TARSL2
4847,25074,1.73620186227907e-07,4.9734535301437e-06,SNRNP25
4850,25082,5.55e-17,3.0053560136053704e-15,HBA2
4851,25083,5.55e-17,3.0053560136053704e-15,HBA1
4853,25087,5.55e-17,3.0053560136053704e-15,FAM234A
4855,25090,5.55e-17,3.0053560136053704e-15,ARHGDIG
4861,25105,4.28430412480196e-07,1.20031623981272e-05,RAB40C
4865,25113,5.58399235517371e-07,1.55237223116254e-05,RHBDL1
4866,25115,0.0004024474039137,0.0085404027367533,STUB1
4868,25118,5.55e-17,3.0053560136053704e-15,FBXL16
4869,25120,5.55e-17,3.0053560136053704e-15,METRN
4874,25135,5.55e-17,3.0053560136053704e-15,AC009041.2
4875,25136,5.55e-17,3.0053560136053704e-15,SOX8
4877,25156,5.55e-17,3.0053560136053704e-15,BAIAP3
4878,25157,0.0014678525537124,0.0291685839533535,TSR3
4879,25158,2.13772908264076e-08,6.54291268324759e-07,GNPTG
4884,25181,5.60087420886646e-10,1.88680703813788e-08,NME3
4891,25196,5.55e-17,3.0053560136053704e-15,RPS2
4892,25197,2.30723884442341e-10,7.947423309636541e-09,SNHG9
4894,25204,5.55e-17,3.0053560136053704e-15,SYNGR3
4895,25208,3.20646442730776e-09,1.03031275777231e-07,SLC9A3R2
4896,25209,0.0018356602004079,0.0360679149768309,NTHL1
4898,25211,1.5529584768359e-05,0.0003801351994423,PKD1
4899,25214,9.3467333828201e-07,2.55665017928332e-05,RAB26
4901,25217,7.41726549153832e-05,0.0017135612956788,CASKIN1
4903,25221,2.27321161894167e-10,7.834620903321271e-09,PGP
4905,25225,2.23222088491237e-06,5.90798467491163e-05,ECI1
4908,25236,0.0007495312909049,0.0154352742949702,TBC1D24
4909,25242,1.39667693188628e-07,4.02913216623145e-06,PDPK1
4910,25252,3.5102177831092304e-09,1.12320150373394e-07,SRRM2
4911,25253,7.71889449691088e-07,2.12753443452284e-05,ELOB
4914,25267,5.55e-17,3.0053560136053704e-15,PAQR4
4915,25274,1.0153924254741e-06,2.76632473547565e-05,HCFC1R1
4919,25325,0.0010459638976452,0.0210929561792918,CORO7
4923,25330,7.710498906021709e-12,2.88293021620845e-10,CDIP1
4924,25333,0.0020605650509135,0.0401903907872255,UBALD1
4927,25341,5.55e-17,3.0053560136053704e-15,SMIM22
4928,25343,5.55e-17,3.0053560136053704e-15,ROGDI
4930,25347,5.55e-17,3.0053560136053704e-15,SEC14L5
4932,25355,5.55e-17,3.0053560136053704e-15,RBFOX1
4933,25366,1.50631898732101e-07,4.32911425865622e-06,ABAT
4934,25371,5.55e-17,3.0053560136053704e-15,CARHSP1
4935,25375,7.11717268009338e-07,1.96699517469336e-05,USP7
4937,25386,5.55e-17,3.0053560136053704e-15,GRIN2A
4938,25400,4.13094672226944e-05,0.000977199173482,DEXI
4939,25414,5.55e-17,3.0053560136053704e-15,LITAF
4940,25415,5.55e-17,3.0053560136053704e-15,SNN
4943,25438,3.85181775364174e-10,1.30693525065677e-08,SHISA9
4944,25448,5.55e-17,3.0053560136053704e-15,MKL2
4946,25464,1.07814868839373e-05,0.0002692921791086,NPIPA1
4949,25473,5.55e-17,3.0053560136053704e-15,C16orf45
4951,25504,5.55e-17,3.0053560136053704e-15,RPS15A
4952,25506,5.55e-17,3.0053560136053704e-15,ARL6IP1
4954,25519,3.2499181801926e-05,0.0007762827828679,SYT17
4956,25527,5.55e-17,3.0053560136053704e-15,CCP110
4958,25532,5.55e-17,3.0053560136053704e-15,IQCK
4959,25534,1.11022302462516e-16,5.3329264322189e-15,GPRC5B
4962,25560,5.55e-17,3.0053560136053704e-15,CRYM
4964,25569,0.00067974705598,0.0140739081777758,UQCRC2
4966,25586,5.55e-17,3.0053560136053704e-15,HS3ST2
4967,25588,1.4255152613884499e-11,5.25931678757443e-10,USP31
4970,25597,1.11022302462516e-16,5.3329264322189e-15,NDUFAB1
4972,25606,5.55e-17,3.0053560136053704e-15,PRKCB
4973,25608,5.55e-17,3.0053560136053704e-15,CACNG3
4977,25624,5.55e-17,3.0053560136053704e-15,HS3ST4
4979,25639,0.000164454100572,0.0036691706056983,GTF3C1
4982,25655,5.55e-17,3.0053560136053704e-15,NUPR1
4990,25704,2.2204460492503099e-16,1.00733054830801e-14,PRRT2
4992,25711,5.55e-17,3.0053560136053704e-15,SEZ6L2
4995,25715,1.4154661887033601e-09,4.65820582656105e-08,TMEM219
4999,25719,3.26183524634871e-13,1.29551723532882e-11,DOC2A
5000,25721,0.0001674767268474,0.0037311720220637,FAM57B
5001,25723,5.55e-17,3.0053560136053704e-15,ALDOA
5003,25727,1.765254609154e-14,7.435471189625699e-13,YPEL3
5007,25742,3.23671994362229e-06,8.44612650212341e-05,TBC1D10B
5011,25766,1.3189782599454199e-11,4.87212765459469e-10,FBRS
5014,25776,2.2204460492503099e-16,1.00733054830801e-14,BCL7C
5016,25785,5.55e-17,3.0053560136053704e-15,STX1B
5017,25786,5.55e-17,3.0053560136053704e-15,STX4
5018,25794,5.55e-17,3.0053560136053704e-15,VKORC1
5021,25800,2.9223401476485794e-11,1.05590928686091e-09,FUS
5023,25889,2.2204460492503099e-16,1.00733054830801e-14,VPS35
5024,25893,0.0002729488866215,0.0059257563224894,GPT2
5025,25894,7.72357588996186e-08,2.27415798032296e-06,DNAJA2
5026,25897,1.88001366441259e-06,5.00609074088132e-05,NETO2
5027,25899,6.45261621912141e-13,2.5381236185402498e-11,ITFG1
5031,25932,1.5057066704571298e-11,5.55183166437538e-10,BRD7
5036,26007,5.3738236083233895e-11,1.91569248267725e-09,GNAO1
5040,26017,5.55e-17,3.0053560136053704e-15,MT3
5041,26018,5.55e-17,3.0053560136053704e-15,MT2A
5042,26020,5.55e-17,3.0053560136053704e-15,MT1E
5043,26021,2.2204460492503099e-16,1.00733054830801e-14,MT1M
5044,26024,2.2438939595304e-11,8.1703730351516e-10,MT1F
5045,26025,5.55e-17,3.0053560136053704e-15,MT1G
5046,26028,5.55e-17,3.0053560136053704e-15,MT1X
5049,26037,5.55e-17,3.0053560136053704e-15,CPNE2
5051,26040,0.0004544259811927,0.0095935859853387,ARL2BP
5052,26042,1.11022302462516e-16,5.3329264322189e-15,PLLP
5053,26044,2.67544423588895e-05,0.0006438336395942,CX3CL1
5063,26077,5.55e-17,3.0053560136053704e-15,NDRG4
5066,26089,1.31705757411282e-12,5.095530353025989e-11,CDH8
5067,26099,1.21447554191079e-06,3.28822646239479e-05,CDH11
5070,26123,5.55e-17,3.0053560136053704e-15,DYNC1LI2
5078,26157,5.55e-17,3.0053560136053704e-15,TPPP3
5079,26161,1.67088565206086e-13,6.710307677130519e-12,ATP6V0D1
5082,26173,0.0017331747522461,0.0341748368621851,CARMIL2
5084,26175,0.0002921126820283,0.0063261073111598,PARD6A
5094,26220,0.0002710840038938,0.0058873564475384,UTP4
5099,26234,3.5704772471945e-13,1.4153483199139398e-11,NQO1
5101,26243,1.74333419922235e-08,5.36528901153743e-07,EXOSC6
5106,26254,0.0010201128090126,0.020585198205636,MTSS1L
5108,26264,5.55e-17,3.0053560136053704e-15,CALB2
5111,26283,7.70605801392321e-12,2.88293021620845e-10,IST1
5112,26291,0.0006425006225259,0.013354633975007,DHX38
5114,26317,4.88444974244828e-07,1.36284563770136e-05,GLG1
5115,26320,5.55e-17,3.0053560136053704e-15,FA2H
5117,26329,1.09388734848004e-07,3.18111800827087e-06,BCAR1
5119,26341,3.56086919950371e-08,1.07642091532277e-06,GABARAPL2
5122,26352,5.55e-17,3.0053560136053704e-15,CNTNAP4
5124,26366,5.55e-17,3.0053560136053704e-15,VAT1L
5126,26393,0.0012142711265064,0.0243348047463016,CMC2
5128,26403,5.55e-17,3.0053560136053704e-15,GCSH
5129,26408,1.0598708466425e-08,3.29163433178271e-07,CMIP
5130,26410,4.88610934463729e-05,0.0011496206631576,PLCG2
5132,26419,2.2204460492503099e-16,1.00733054830801e-14,CDH13
5133,26426,5.55e-17,3.0053560136053704e-15,HSBP1
5134,26431,5.55e-17,3.0053560136053704e-15,NECAB2
5137,26449,4.31383736876345e-05,0.0010192819149105,COTL1
5140,26456,1.92841298485291e-11,7.04679407340475e-10,KIAA0513
5142,26471,5.55e-17,3.0053560136053704e-15,COX4I1
5144,26509,4.11532475874665e-07,1.15455845201561e-05,MAP1LC3B
5146,26514,1.9315660182428498e-12,7.40747488643545e-11,JPH3
5150,26551,8.54344706091581e-10,2.84832488356274e-08,APRT
5154,26574,5.55e-17,3.0053560136053704e-15,RPL13
5155,26575,1.29177957219895e-09,4.2626138152271e-08,CPNE7
5160,26592,2.23063205684326e-07,6.3570711374188e-06,TUBB3
5162,26595,5.55e-17,3.0053560136053704e-15,DBNDD1
5163,26596,0.0025135732152272,0.048394211517945,GAS8
5164,26606,1.7420620501695797e-11,6.39253082529972e-10,DOC2B
5168,26630,1.11022302462516e-16,5.3329264322189e-15,ABR
5172,26641,2.78066014658407e-10,9.498021984549871e-09,PITPNA
5176,26652,6.2172489379008806e-15,2.67959850288832e-13,SERPINF1
5178,26655,2.17603712826531e-14,9.1594385938935e-13,RTN4RL1
5181,26675,1.07400297544302e-08,3.33045777743663e-07,PAFAH1B1
5183,26682,1.72229304151728e-08,5.30319762359739e-07,RAP1GAP2
5186,26713,5.55e-17,3.0053560136053704e-15,CAMKK1
5189,26726,1.6857160112238e-10,5.855953872664811e-09,SPNS2
5194,26747,5.32296554379696e-05,0.0012490467543209,MINK1
5196,26752,1.39174494551142e-06,3.74172168238356e-05,RNF167
5197,26753,5.55e-17,3.0053560136053704e-15,PFN1
5199,26756,0.0006707120336474,0.0139103545324016,CAMTA2
5200,26762,5.55e-17,3.0053560136053704e-15,KIF1C
5205,26783,7.95585819446387e-13,3.11143565050657e-11,NLRP1
5206,26789,0.0001714044863869,0.003814514789806,PITPNM3
5209,26814,2.2204460492503099e-16,1.00733054830801e-14,DLG4
5210,26815,3.84105192097195e-10,1.30400480627205e-08,ACADVL
5215,26827,0.0002532756098669,0.0055162456885437,EIF5A
5217,26838,5.0131809814502e-09,1.59164681067906e-07,TMEM256
5220,26850,1.73247696391154e-05,0.0004227263256908,POLR2A
5227,26865,1.11022302462516e-16,5.3329264322189e-15,ATP1B2
5229,26872,1.9493000213977e-08,5.98413434720316e-07,NAA38
5230,26874,2.77198573535031e-05,0.0006668039123925,CHD3
5231,26878,0.0002276210008789,0.0049840846508905,TRAPPC1
5233,26889,1.11022302462516e-16,5.3329264322189e-15,VAMP2
5235,26907,5.55e-17,3.0053560136053704e-15,RPL26
5236,26909,6.72983890837031e-12,2.52551563704542e-10,NDEL1
5237,26910,2.86137780136642e-12,1.0891425046327601e-10,MYH10
5239,26936,0.0007770269608484,0.0159746419326063,GAS7
5240,26965,1.27344279543529e-05,0.0003149882458941,MAP2K4
5243,26995,1.11022302462516e-16,5.3329264322189e-15,PMP22
5246,27021,3.82519149688676e-08,1.15234189260233e-06,NCOR1
5248,27025,5.55e-17,3.0053560136053704e-15,UBB
5249,27030,0.0005607664963247,0.0117374372662276,LRRC75A
5250,27043,0.0004560840192762,0.0096252716386739,MPRIP
5252,27053,1.0652977389114e-09,3.52857734685198e-08,RASD1
5255,27061,5.55e-17,3.0053560136053704e-15,SREBF1
5258,27070,7.49158748344358e-05,0.0017300787953092,ALKBH5
5260,27088,4.69291304563413e-05,0.0011062897998501,PRPSAP2
5261,27103,5.55e-17,3.0053560136053704e-15,EPN2
5267,27128,2.75274073058274e-06,7.22630216870653e-05,SPECC1
5268,27143,1.74195205104866e-06,4.64856656457821e-05,USP22
5270,27169,5.55e-17,3.0053560136053704e-15,WSB1
5272,27180,5.55e-17,3.0053560136053704e-15,NLK
5276,27201,1.2013073010797e-05,0.000297867219127,UNC119
5278,27203,5.55e-17,3.0053560136053704e-15,ALDOC
5282,27215,5.55e-17,3.0053560136053704e-15,RPL23A
5287,27244,0.0002263880148355,0.0049606337830374,TAOK1
5289,27249,0.0002227339132452,0.0048910643941593,ANKRD13B
5291,27259,1.1592380388947301e-09,3.83144637708003e-08,NSRP1
5292,27267,1.97063920737151e-10,6.807128220546081e-09,CPD
5294,27290,5.55e-17,3.0053560136053704e-15,OMG
5295,27293,5.55e-17,3.0053560136053704e-15,EVI2A
5297,27300,6.978639888188809e-11,2.4676777675371302e-09,COPRS
5302,27319,5.55e-17,3.0053560136053704e-15,CDK5R1
5303,27326,5.55e-17,3.0053560136053704e-15,TMEM98
5304,27355,5.55e-17,3.0053560136053704e-15,RFFL
5307,27383,9.84966318506864e-07,2.68701803910985e-05,RASL10B
5312,27435,1.29767125195412e-05,0.0003205833957993,DUSP14
5314,27452,5.55e-17,3.0053560136053704e-15,ARHGAP23
5315,27453,5.55e-17,3.0053560136053704e-15,SRCIN1
5321,27467,2.28672636382043e-12,8.74212948181187e-11,RPL23
5322,27468,0.0004881685828161,0.0102917502075543,LASP1
5325,27478,2.62824057494226e-05,0.0006332207197244,CACNB1
5326,27479,5.55e-17,3.0053560136053704e-15,RPL19
5327,27480,1.11022302462516e-16,5.3329264322189e-15,STAC2
5328,27486,3.09154988276106e-08,9.4105244959483e-07,NEUROD2
5330,27489,1.19026266620637e-08,3.68458045398128e-07,STARD3
5335,27507,1.11022302462516e-16,5.3329264322189e-15,THRA
5336,27508,6.14509265695062e-09,1.94195968855179e-07,NR1D1
5338,27510,2.33949050554294e-06,6.17854317697869e-05,CASC3
5339,27511,1.92292463840893e-06,5.11368383989997e-05,RAPGEFL1
5340,27512,1.88804855940639e-05,0.0004590400095877,WIPF2
5341,27519,5.55e-17,3.0053560136053704e-15,IGFBP4
5342,27526,8.66456161985329e-06,0.0002186464175167,KRT222
5344,27589,5.55e-17,3.0053560136053704e-15,KRT19
5345,27594,5.55e-17,3.0053560136053704e-15,KRT17
5346,27595,5.55e-17,3.0053560136053704e-15,EIF1
5347,27601,1.11979739980672e-06,3.03994626526824e-05,NT5C3B
5349,27607,1.11022302462516e-16,5.3329264322189e-15,CNP
5354,27624,0.0007038970198662,0.0145542429400969,STAT3
5355,27626,5.55e-17,3.0053560136053704e-15,ATP6V0A1
5359,27635,0.0022221691327569,0.0431500168147702,TUBG2
5360,27639,2.4207302828926897e-12,9.24288579228982e-11,CNTNAP1
5366,27658,0.0002500774329198,0.005454349296768,RUNDC1
5367,27659,1.21975007486563e-05,0.0003023177562246,RPL27
5368,27661,4.53148470924702e-06,0.0001168536957656,VAT1
5370,27665,1.7649788297546801e-09,5.77738434985859e-08,NBR1
