Unnamed: 0,combined_pvalue,adjusted_pvalue,genes
1753,9076,5.55e-17,3.0053560136053704e-15,ENC1
1756,9080,0.0003676962146266,0.0078355221508329,FAM169A
1757,9087,1.02804332113848e-06,2.79830111445346e-05,HMGCR
1760,9112,3.3811339283929e-08,1.02563209417474e-06,PDE8B
1765,9126,2.87161405765346e-11,1.03819327722639e-09,HOMER1
1767,9146,5.55e-17,3.0053560136053704e-15,RASGRF2
1769,9156,5.55e-17,3.0053560136053704e-15,RPS23
1771,9171,5.55e-17,3.0053560136053704e-15,EDIL3
1772,9183,5.55e-17,3.0053560136053704e-15,COX7C
1777,9201,5.55e-17,3.0053560136053704e-15,MEF2C
1779,9230,2.15944310277827e-06,5.72526157422472e-05,NR2F1
1780,9236,1.73451409217762e-05,0.0004230548395317,MCTP1
1782,9246,5.55e-17,3.0053560136053704e-15,RHOBTB3
1783,9247,4.77414947575028e-08,1.42628954554317e-06,GLRX
1785,9257,5.55e-17,3.0053560136053704e-15,PCSK1
1786,9258,0.0012199838439052,0.02442531369078,CAST
1788,9274,3.42585494372827e-06,8.9130852289175e-05,RGMB
1790,9292,8.25333912324311e-10,2.7576095404429e-08,PAM
1793,9307,1.63539331774487e-05,0.000399674738804,FBXL17
1794,9312,1.11022302462516e-16,5.3329264322189e-15,PJA2
1795,9317,5.55e-17,3.0053560136053704e-15,MAN2A1
1796,9320,0.0015573869516014,0.0308976500349461,SLC25A46
1797,9325,5.55e-17,3.0053560136053704e-15,CAMK4
1798,9328,4.55876102941621e-05,0.0010763224598613,STARD4
1799,9330,5.55e-17,3.0053560136053704e-15,NREP
1801,9339,1.3486238679139e-06,3.63216800738214e-05,APC
1803,9342,7.16426917790614e-13,2.8108297367433298e-11,REEP5
1806,9363,1.04360964314765e-14,4.44781651288403e-13,TMED7
1809,9368,8.68705416453563e-05,0.0019889061497673,AP3S1
1810,9375,5.55e-17,3.0053560136053704e-15,SEMA6A
1812,9392,1.7555068509977897e-11,6.43800938010197e-10,HSD17B4
1815,9436,5.55e-17,3.0053560136053704e-15,ALDH7A1
1818,9453,5.55e-17,3.0053560136053704e-15,SLC12A2
1819,9462,5.55e-17,3.0053560136053704e-15,HINT1
1823,9471,2.2204460492503099e-16,1.00733054830801e-14,ACSL6
1824,9492,2.61790589206612e-13,1.04246922445673e-11,KIF3A
1825,9494,5.55e-17,3.0053560136053704e-15,SEPT8
1826,9495,5.55e-17,3.0053560136053704e-15,SOWAHA
1827,9497,5.55e-17,3.0053560136053704e-15,SHROOM1
1828,9499,5.55e-17,3.0053560136053704e-15,UQCRQ
1831,9512,6.4826087997627e-07,1.79485859617373e-05,C5orf15
1832,9513,5.55e-17,3.0053560136053704e-15,VDAC1
1833,9516,2.9954876357152203e-09,9.64545160411041e-08,SKP1
1834,9518,1.9278578733406e-11,7.04679407340475e-10,PPP2CA
1838,9528,2.2204460492503099e-16,1.00733054830801e-14,SAR1B
1839,9530,1.50435382040293e-06,4.03384718104388e-05,CAMLG
1844,9550,5.55e-17,3.0053560136053704e-15,CXCL14
1845,9567,5.55e-17,3.0053560136053704e-15,SPOCK1
1846,9569,7.10982088802936e-06,0.0001803794016096,HNRNPA0
1852,9587,5.55e-17,3.0053560136053704e-15,REEP2
1853,9588,8.17793762819541e-07,2.24698034247077e-05,EGR1
1856,9591,5.55e-17,3.0053560136053704e-15,CTNNA1
1870,9637,0.0024338980269116,0.0469783602699087,NDUFA2
1876,9723,1.11022302462516e-16,5.3329264322189e-15,RELL2
1880,9734,5.55e-17,3.0053560136053704e-15,NDFIP1
1881,9737,5.55e-17,3.0053560136053704e-15,FGF1
1882,9740,1.4978287743439e-07,4.30742950332463e-06,ARHGAP26
1885,9747,5.55e-17,3.0053560136053704e-15,KCTD16
1889,9768,1.92783566888011e-10,6.6705599642948e-09,DPYSL3
1892,9813,5.09865605291537e-08,1.52101085806805e-06,SLC6A7
1893,9814,5.55e-17,3.0053560136053704e-15,CAMK2A
1895,9817,5.55e-17,3.0053560136053704e-15,CD74
1896,9818,5.55e-17,3.0053560136053704e-15,RPS14
1897,9820,1.11022302462516e-16,5.3329264322189e-15,NDST1
1898,9821,1.11022302462516e-16,5.3329264322189e-15,SYNPO
1899,9825,4.61030692289199e-07,1.28811558998336e-05,RBM22
1901,9830,5.55e-17,3.0053560136053704e-15,GPX3
1903,9832,5.55e-17,3.0053560136053704e-15,ANXA6
1904,9835,1.11022302462516e-16,5.3329264322189e-15,GM2A
1905,9842,5.55e-17,3.0053560136053704e-15,SPARC
1906,9845,5.8841820305133305e-15,2.54141398911983e-13,ATOX1
1908,9853,4.36915714718822e-08,1.30657174050405e-06,GRIA1
1911,9864,5.55e-17,3.0053560136053704e-15,FAXDC2
1914,9881,5.55e-17,3.0053560136053704e-15,CYFIP2
1916,9905,3.0364063251187e-05,0.0007284078545372,RNF145
1920,9929,5.55e-17,3.0053560136053704e-15,GABRB2
1921,9932,5.55e-17,3.0053560136053704e-15,GABRA1
1922,9934,5.55e-17,3.0053560136053704e-15,GABRG2
1923,9937,5.55e-17,3.0053560136053704e-15,NUDCD2
1924,9940,9.6063795640422e-07,2.62532717129111e-05,MAT2B
1925,9951,2.2204460492503099e-16,1.00733054830801e-14,TENM2
1928,9962,4.10601596717575e-05,0.0009720525698449,FBLL1
1930,9989,0.0001156990847107,0.002619559102394,NPM1
1932,10003,1.1509670994058801e-09,3.80822007654106e-08,DUSP1
1935,10009,5.55e-17,3.0053560136053704e-15,ATP6V0E1
1938,10025,8.52345433433044e-06,0.0002152630271857,CPEB4
1939,10027,5.55e-17,3.0053560136053704e-15,NSG2
1941,10041,5.55e-17,3.0053560136053704e-15,CPLX2
1943,10050,0.0010810945159571,0.0217655678538744,KIAA1191
1945,10056,0.0002114447870182,0.0046498327343105,CLTB
1948,10060,0.0003986450521502,0.0084714538496112,GPRIN1
1949,10061,5.55e-17,3.0053560136053704e-15,SNCB
1950,10063,2.99192868258302e-07,8.46758428747236e-06,TSPAN17
1951,10067,2.6673219188921797e-11,9.67188962723775e-10,UNC5A
1952,10075,0.0008855878387729,0.0180489821430164,PRELID1
1953,10076,1.2672751736886299e-11,4.68962888929532e-10,LMAN2
1957,10084,9.45622041781391e-07,2.58544388387859e-05,DBN1
1964,10107,0.0019737938701436,0.038620954762535,HNRNPAB
1967,10132,3.07642800123631e-12,1.17027095703045e-10,CANX
1969,10136,5.55e-17,3.0053560136053704e-15,SQSTM1
1971,10139,8.53221994723263e-06,0.0002153955830972,TBC1D9B
1972,10140,5.55e-17,3.0053560136053704e-15,RNF130
1973,10143,2.2204460492503099e-16,1.00733054830801e-14,MAPK9
1976,10167,5.55e-17,3.0053560136053704e-15,RACK1
1977,10175,5.83873747128649e-08,1.73334602160068e-06,DUSP22
1979,10206,5.55e-17,3.0053560136053704e-15,SERPINB6
1981,10215,5.55e-17,3.0053560136053704e-15,TUBB2A
1982,10217,0.0013099804167127,0.0261416780921411,TUBB2B
1989,10253,5.55e-17,3.0053560136053704e-15,NRN1
1994,10300,1.29815681648715e-05,0.0003205833957993,SMIM13
1995,10306,9.98985812294961e-06,0.0002505412318147,TMEM170B
1996,10315,2.2204460492503099e-16,1.00733054830801e-14,PHACTR1
1997,10319,2.6707969169592596e-11,9.67875973761179e-10,GFOD1
2000,10324,2.23669543635285e-05,0.0005414419212163,RANBP9
2002,10339,0.0002791804087685,0.006052461481573,DTNBP1
2004,10349,5.55e-17,3.0053560136053704e-15,CAP2
2007,10357,0.0002411721770368,0.0052695029692066,DEK
2008,10362,0.0022362357494325,0.0434093986917111,ID4
2009,10381,5.55e-17,3.0053560136053704e-15,NRSN1
2011,10387,0.0009142077209181,0.018588975920608,KIAA0319
2014,10391,0.0003412103094062,0.007311819598659,C6orf62
2015,10494,1.49807043881012e-07,4.30742950332463e-06,ZSCAN16-AS1
2017,10541,4.2764275676177e-08,1.28071753512774e-06,GABBR1
2018,10543,1.11022302462516e-16,5.3329264322189e-15,MOG
2019,10549,5.55e-17,3.0053560136053704e-15,HLA-A
2021,10565,5.55e-17,3.0053560136053704e-15,HLA-E
2028,10579,5.55e-17,3.0053560136053704e-15,TUBB
2030,10588,5.55e-17,3.0053560136053704e-15,DDR1
2031,10607,5.55e-17,3.0053560136053704e-15,HLA-C
2032,10608,5.55e-17,3.0053560136053704e-15,HLA-B
2033,10618,5.55e-17,3.0053560136053704e-15,ATP6V1G2
2037,10644,3.69622360940625e-07,1.0403150785632e-05,DDAH2
2038,10645,1.62092561595273e-14,6.84165579157511e-13,CLIC1
2040,10652,1.32653429352203e-07,3.83763062656589e-06,LSM2
2041,10654,5.55e-17,3.0053560136053704e-15,HSPA1A
2043,10656,5.55e-17,3.0053560136053704e-15,C6orf48
2046,10666,1.08141105512605e-05,0.0002699969165332,NELFE
2048,10678,1.11022302462516e-16,5.3329264322189e-15,PRRT1
2051,10692,5.55e-17,3.0053560136053704e-15,HLA-DRA
2052,10694,5.55e-17,3.0053560136053704e-15,HLA-DRB1
2053,10696,0.0005462142312511,0.0114445769466206,HLA-DQB1
2059,10724,5.55e-17,3.0053560136053704e-15,RPS18
2062,10728,0.0002757136465141,0.005983658511795,RGL2
2063,10729,1.01942302266345e-07,2.967387408955e-06,TAPBP
2064,10734,0.001181828214555,0.0237156685635715,PHF1
2066,10736,3.18314845593193e-08,9.67972401713973e-07,SYNGAP1
2071,10753,5.55e-17,3.0053560136053704e-15,RPS10
2072,10754,5.55e-17,3.0053560136053704e-15,PACSIN1
2076,10769,5.55e-17,3.0053560136053704e-15,RPL10A
2081,10797,1.01692876341986e-10,3.57116238348052e-09,CPNE5
2083,10799,3.55046092677114e-05,0.0008451046648035,C6orf89
2084,10802,1.11022302462516e-16,5.3329264322189e-15,MTCH1
2087,10809,3.35287353436797e-14,1.3959505932874799e-12,CCDC167
2088,10814,1.50337520210542e-10,5.23440220807574e-09,ZFAND3
2091,10827,5.55e-17,3.0053560136053704e-15,DAAM2
2096,10881,5.17363929475323e-14,2.1308394349044097e-12,CNPY3
2099,10887,5.55e-17,3.0053560136053704e-15,KLHDC3
2105,10906,3.18889123329669e-07,9.01252210344369e-06,LRRC73
2110,10927,3.73758076799291e-06,9.69938349910346e-05,TMEM63B
2112,10931,5.55e-17,3.0053560136053704e-15,HSP90AB1
2113,10932,6.92763624243753e-10,2.32353837718321e-08,SLC35B2
2114,10934,1.9446666499334198e-12,7.4530483553255e-11,TMEM151B
2116,10947,5.55e-17,3.0053560136053704e-15,ENPP4
2117,10948,1.06181597414601e-05,0.0002653209178299,ENPP5
2118,10949,1.0343427225834e-09,3.42975513772445e-08,RCAN2
2119,10952,0.0006849896770206,0.0141776616935886,SLC25A27
2122,10997,5.55e-17,3.0053560136053704e-15,PAQR8
2123,11001,0.0002363303422125,0.0051655539347878,TMEM14A
2124,11006,0.0010622926566746,0.0214011023155702,GSTA4
2125,11008,1.82568515860737e-10,6.3314143097235e-09,FBXO9
2126,11010,5.55e-17,3.0053560136053704e-15,ELOVL5
2127,11012,1.57462931582586e-12,6.06903976556985e-11,GCLC
2128,11033,5.55e-17,3.0053560136053704e-15,DST
2129,11035,2.96767960428213e-07,8.40283895474028e-06,BEND6
2132,11053,3.17599012362724e-05,0.0007595128261726,PHF3
2135,11062,1.01996189272313e-12,3.96614817741674e-11,LMBRD1
2137,11073,9.568069447851711e-09,2.98517342601451e-07,OGFRL1
2138,11078,8.5654534132118e-08,2.50757669386442e-06,RIMS1
2139,11079,1.11022302462516e-16,5.3329264322189e-15,KCNQ5
2140,11093,5.55e-17,3.0053560136053704e-15,EEF1A1
2141,11102,5.55e-17,3.0053560136053704e-15,COX7A2
2142,11103,3.68133261496872e-06,9.56151708365803e-05,TMEM30A
2144,11109,5.55e-17,3.0053560136053704e-15,MYO6
2145,11119,4.1394935257343904e-09,1.31904427084374e-07,PHIP
2146,11120,2.3822055439381996e-12,9.1014640131974e-11,HMGN3
2147,11125,1.89190885180324e-11,6.92166064822872e-10,SH3BGRL2
2148,11128,7.66575794216573e-05,0.0017676349443045,ELOVL4
2150,11140,5.55e-17,3.0053560136053704e-15,TPBG
2153,11148,5.55e-17,3.0053560136053704e-15,SNAP91
2155,11154,1.86628902110186e-07,5.3336225438592e-06,MRAP2
2162,11178,5.55e-17,3.0053560136053704e-15,CNR1
2163,11182,3.29680024153678e-05,0.0007865608247501,PNRC1
2164,11187,0.0003420685411021,0.0073276467985241,UBE2J1
2170,11216,2.02487889988667e-06,5.37780808216189e-05,NDUFAF4
2172,11225,3.25950832987809e-05,0.0007782699702111,FAXC
2173,11227,1.88702174142019e-06,5.02256808712952e-05,PNISR
2177,11248,7.63809016035566e-11,2.6915382495719202e-09,PREP
2179,11261,1.87072579649339e-13,7.50302935417045e-12,CD24
2180,11265,7.99150258190551e-08,2.34515494866205e-06,SOBP
2183,11274,5.55e-17,3.0053560136053704e-15,SNX3
2186,11284,1.31090027721825e-10,4.5720470535871e-09,CD164
2189,11295,1.11022302462516e-16,5.3329264322189e-15,WASF1
2191,11301,5.55e-17,3.0053560136053704e-15,CDK19
2193,11303,0.0005060772315883,0.0106473159356618,GTF3C6
2195,11319,0.0002433824376124,0.0053158996593027,FAM229B
2198,11343,5.55e-17,3.0053560136053704e-15,NT5DC1
2199,11346,8.74855743404623e-14,3.5672378072239197e-12,TSPYL4
2200,11348,5.55e-17,3.0053560136053704e-15,TSPYL1
2202,11359,0.0007422344380383,0.01529529449479,KPNA5
2205,11370,5.55e-17,3.0053560136053704e-15,SLC35F1
2206,11379,1.3988810110277e-14,5.92076455657199e-13,GJA1
2207,11381,9.080236562653e-09,2.83586215570248e-07,SERINC1
2208,11383,1.11022302462516e-16,5.3329264322189e-15,FABP7
2209,11385,0.0001491692156173,0.0033452074361151,CLVS2
2210,11388,5.55e-17,3.0053560136053704e-15,NKAIN2
2211,11391,1.30902207740036e-07,3.79234234918055e-06,TPD52L1
2213,11397,1.23697879508278e-05,0.0003064639084252,NCOA7
2217,11412,0.0009646614858846,0.0195377760809623,PTPRK
2218,11426,5.55e-17,3.0053560136053704e-15,EPB41L2
2220,11452,5.55e-17,3.0053560136053704e-15,RPS12
2222,11463,5.55e-17,3.0053560136053704e-15,SGK1
2223,11472,3.94665368164127e-08,1.18718060443194e-06,HBS1L
2224,11477,7.81663602733573e-08,2.29714136854179e-06,AHI1
2226,11487,5.55e-17,3.0053560136053704e-15,MAP7
2228,11497,5.75589810702937e-07,1.59943669178937e-05,IFNGR1
2229,11507,9.14845712629564e-06,0.0002302879934943,ARFGEF3
2230,11514,1.01781008394752e-05,0.0002549490708009,CCDC28A
2233,11518,0.0009105310268605,0.018520364990089,HECA
2234,11522,1.11022302462516e-16,5.3329264322189e-15,CITED2
2236,11537,1.26870046885941e-05,0.0003139420173625,HIVEP2
2239,11572,1.20569026174078e-06,3.2658838745302e-05,STXBP5
2240,11579,1.32560629140244e-13,5.3694315833918295e-12,SASH1
2241,11591,6.17973936467564e-07,1.71332594105868e-05,GINM1
2242,11598,5.55e-17,3.0053560136053704e-15,PCMT1
2245,11619,1.11022302462516e-15,4.91291994297623e-14,AKAP12
2247,11626,1.02011555869197e-08,3.17460594289858e-07,SYNE1
2248,11631,5.55e-17,3.0053560136053704e-15,VIP
2250,11640,5.55e-17,3.0053560136053704e-15,IPCEF1
2251,11643,0.0003911490436394,0.00831504419834,TIAM2
2255,11658,6.38378239159465e-14,2.62220099974546e-12,SNX9
2256,11662,5.55e-17,3.0053560136053704e-15,SYNJ2
2258,11665,1.16868292820982e-10,4.08533943105201e-09,TULP4
2260,11668,5.55e-17,3.0053560136053704e-15,DYNLT1
2261,11670,1.13531406498169e-12,4.4035145511231694e-11,EZR
2262,11684,3.82907284768308e-08,1.15294403789967e-06,SOD2
2267,11708,5.55e-17,3.0053560136053704e-15,AGPAT4
2268,11715,1.11022302462516e-16,5.3329264322189e-15,QKI
2269,11731,5.55e-17,3.0053560136053704e-15,PRR18
2270,11732,5.55e-17,3.0053560136053704e-15,SFT2D1
2271,11733,2.2204460492503099e-16,1.00733054830801e-14,MPC1
2272,11735,5.55e-17,3.0053560136053704e-15,RPS6KA2
2273,11738,8.99865230936658e-05,0.0020548694993201,RNASET2
2274,11758,0.0005883184909575,0.0122596609629557,AFDN
2277,11798,3.93043375623847e-11,1.41017336483212e-09,PSMB1
2281,11819,5.55e-17,3.0053560136053704e-15,PRKAR1B
2283,11826,6.59472476627343e-14,2.70340818838085e-12,ADAP1
2289,11847,0.0001604875675653,0.0035845900242846,PSMG3
2290,11859,3.41886001042901e-06,8.90245011144211e-05,EIF3B
2291,11865,1.04636290392257e-05,0.0002615663051815,TTYH3
2292,11867,1.28785870856518e-13,5.22344251208726e-12,GNA12
2296,11895,5.54399681407247e-06,0.0001419473680296,ACTB
2297,11897,5.55e-17,3.0053560136053704e-15,FSCN1
2302,11910,3.03612728402847e-07,8.58870372250074e-06,RAC1
2308,11934,0.0001270003379552,0.0028669533773354,ICA1
2310,11945,5.55e-17,3.0053560136053704e-15,NDUFA4
2312,11950,0.0018342814464358,0.0360523909453454,TMEM106B
2313,11955,0.0002578163028053,0.0056111493798884,ARL4A
2314,11959,5.55e-17,3.0053560136053704e-15,ETV1
2315,11960,5.55e-17,3.0053560136053704e-15,DGKB
2317,11976,0.0017370634936533,0.0342404913000782,BZW2
2318,11978,9.44799793956008e-13,3.68323265570867e-11,TSPAN13
2319,11979,5.55e-17,3.0053560136053704e-15,AGR2
2320,11980,5.55e-17,3.0053560136053704e-15,AGR3
2323,12006,5.55e-17,3.0053560136053704e-15,ITGB8
2324,12013,5.55e-17,3.0053560136053704e-15,RAPGEF5
2325,12020,1.57651669496772e-14,6.65880227967746e-13,TOMM7
2329,12036,5.55e-17,3.0053560136053704e-15,NPY
2330,12037,0.0007550966381023,0.0155446559483924,MPP6
2331,12040,5.55e-17,3.0053560136053704e-15,CYCS
2332,12050,5.55e-17,3.0053560136053704e-15,HNRNPA2B1
2334,12052,5.55e-17,3.0053560136053704e-15,SNX10
2337,12085,5.78135569195837e-06,0.0001478286807909,JAZF1
2338,12088,0.000207237709161,0.0045605909817978,TRIL
2339,12100,0.0003465377925171,0.0074106098536282,WIPF3
2341,12106,5.55e-17,3.0053560136053704e-15,MTURN
2342,12113,3.13011572217192e-09,1.00736568577612e-07,GGCT
2343,12117,2.74840387604058e-06,7.21801123727789e-05,GARS
2344,12124,5.55e-17,3.0053560136053704e-15,AQP1
2346,12127,5.55e-17,3.0053560136053704e-15,NEUROD6
2347,12131,5.55e-17,3.0053560136053704e-15,PDE1C
2352,12150,4.15822197785687e-08,1.24836921303681e-06,DPY19L1
2354,12156,5.55e-17,3.0053560136053704e-15,AC018647.1
2355,12158,5.55e-17,3.0053560136053704e-15,SEPT7
2356,12165,5.55e-17,3.0053560136053704e-15,ANLN
2358,12175,5.55e-17,3.0053560136053704e-15,EPDR1
2360,12202,1.69025904384057e-11,6.21733943218191e-10,AMPH
2367,12231,0.0009094194118546,0.0185038999741699,HECW1
2373,12247,5.55e-17,3.0053560136053704e-15,AEBP1
2376,12252,5.55e-17,3.0053560136053704e-15,CAMK2B
2377,12253,0.0022400517328051,0.0434559265233308,NUDCD3
2382,12260,5.55e-17,3.0053560136053704e-15,PPIA
2383,12261,1.73390957147745e-09,5.67871907861903e-08,H2AFV
2384,12263,0.0005653238437123,0.0118207077192184,PURB
2387,12268,5.55e-17,3.0053560136053704e-15,NACAD
2389,12272,1.11022302462516e-16,5.3329264322189e-15,ADCY1
2392,12312,5.55e-17,3.0053560136053704e-15,COBL
2393,12322,5.55e-17,3.0053560136053704e-15,VSTM2A
2394,12324,1.18542717364445e-06,3.21526289288857e-05,SEC61G
2400,12341,0.0002234661517105,0.0049018710653208,SUMF2
2404,12393,1.11022302462516e-16,5.3329264322189e-15,SBDS
2406,12406,1.99840144432528e-15,8.74843900067361e-14,GALNT17
2409,12412,1.25934532912986e-06,3.40069226108503e-05,NSUN5
2410,12416,0.0002254748767376,0.0049423933201179,BAZ1B
2414,12423,5.55e-17,3.0053560136053704e-15,STX1A
2415,12432,9.99200722162641e-15,4.26448298325519e-13,LIMK1
2417,12436,3.83579630436337e-06,9.95004619168917e-05,CLIP2
2418,12439,5.55e-17,3.0053560136053704e-15,GTF2I
2420,12453,5.55e-17,3.0053560136053704e-15,RHBDD2
2423,12457,1.11022302462516e-16,5.3329264322189e-15,MDH2
2424,12458,5.40238316625308e-05,0.001265258425024,SRRM3
2425,12459,5.55e-17,3.0053560136053704e-15,HSPB1
2426,12460,5.55e-17,3.0053560136053704e-15,YWHAG
2428,12484,5.55e-17,3.0053560136053704e-15,GNAI1
2429,12492,9.88488678466126e-07,2.69422694190883e-05,CACNA2D1
2430,12494,1.11022302462516e-16,5.3329264322189e-15,PCLO
2431,12502,6.43929354282591e-15,2.77334676274675e-13,GRM3
2434,12517,6.12935820543115e-07,1.70012745677198e-05,ADAM22
2436,12528,1.11022302462516e-16,5.3329264322189e-15,STEAP2
2437,12535,5.55e-17,3.0053560136053704e-15,CDK14
2439,12547,5.55e-17,3.0053560136053704e-15,ANKIB1
2443,12570,5.55e-17,3.0053560136053704e-15,COL1A2
2445,12572,4.44089209850063e-16,2.01168082872163e-14,SGCE
2448,12578,2.2204460492503099e-16,1.00733054830801e-14,PON2
2449,12584,1.5543122344752201e-15,6.8140828070943e-14,DYNC1I1
2451,12591,1.58813222816967e-06,4.25290852848294e-05,TAC1
2452,12592,1.2973178087349899e-11,4.79500891556123e-10,ASNS
2453,12594,2.94240187770356e-11,1.06253119325448e-09,LMTK2
2456,12600,8.3304474429724e-12,3.10903273882858e-10,NPTX2
2457,12601,5.55e-17,3.0053560136053704e-15,TMEM130
2461,12614,5.55e-17,3.0053560136053704e-15,ATP5MF
2463,12633,5.55e-17,3.0053560136053704e-15,AZGP1
2464,12634,3.72546520299721e-08,1.12370725498268e-06,ZKSCAN1
2467,12645,0.0009362314554417,0.0190052447069554,LAMTOR4
2469,12650,1.3093443805845e-06,3.53103727383436e-05,CASTOR3
2470,12656,0.0019636201415467,0.0384464532300138,MEPCE
2471,12661,5.55e-17,3.0053560136053704e-15,TSC22D4
2473,12672,2.47501241723569e-10,8.496656863899791e-09,ACTL6B
2478,12684,5.2465294059223e-06,0.0001345560831215,ACHE
2479,12692,5.55e-17,3.0053560136053704e-15,AP1S1
2480,12693,5.55e-17,3.0053560136053704e-15,VGF
2481,12697,1.06196006133263e-06,2.88549163604308e-05,ZNHIT1
2482,12699,5.55e-17,3.0053560136053704e-15,FIS1
2483,12702,5.17151728107734e-08,1.54124507428855e-06,IFT22
2484,12703,6.67916943974944e-10,2.24142979035864e-08,COL26A1
2485,12704,5.55e-17,3.0053560136053704e-15,LINC01007
2497,12758,5.55e-17,3.0053560136053704e-15,SYPL1
2499,12766,5.62034719957527e-05,0.0013127922535009,PRKAR2B
2500,12770,1.10237763180088e-05,0.0002750074401637,GPR22
2502,12774,2.77533551695797e-12,1.05704870065034e-10,SLC26A4-AS1
2503,12779,0.0013818322887988,0.0275486088481622,DLD
2504,12783,5.55e-17,3.0053560136053704e-15,NRCAM
2508,12794,8.7948356375378e-09,2.74812956117575e-07,LRRN3
2509,12795,4.90021183630063e-08,1.4632372286512e-06,DOCK4
2511,12826,2.68673971959288e-14,1.12472621371233e-12,CAPZA2
2512,12837,1.44005965696525e-06,3.86822016395009e-05,CTTNBP2
2513,12844,9.22806363434781e-06,0.0002321964386197,KCND2
2514,12850,5.55e-17,3.0053560136053704e-15,FAM3C
2515,12852,4.46791492692e-11,1.6002002442544301e-09,PTPRZ1
2516,12857,1.11022302462516e-16,5.3329264322189e-15,CADPS2
2517,12866,2.66453525910038e-15,1.16396254512053e-13,NDUFA5
2518,12870,7.34419036385603e-06,0.0001861712192702,WASL
2519,12880,5.55e-17,3.0053560136053704e-15,GPR37
2520,12896,5.55e-17,3.0053560136053704e-15,ARF5
2522,12902,3.47377682174965e-12,1.31896445939593e-10,LRRC4
2524,12915,1.36579874965292e-07,3.94377009846918e-06,CALU
2525,12917,8.19344592173366e-14,3.3453447509309198e-12,CCDC136
2526,12921,1.7903456495105299e-12,6.874509959159969e-11,ATP6V1F
2535,12984,5.25077747948188e-09,1.664493254189e-07,CALD1
2536,12994,0.0006485687460038,0.0134647888749747,STMP1
2537,12999,1.06876729688565e-11,3.97908119941083e-10,MTPN
2538,13005,3.36309221693476e-07,9.48734077150848e-06,PTN
2539,13022,2.26842646222636e-07,6.45576905040421e-06,FMC1
2541,13027,5.55e-17,3.0053560136053704e-15,CLEC2L
2542,13028,5.55e-17,3.0053560136053704e-15,HIPK2
2543,13034,0.0002474419504598,0.0054007143956963,MKRN1
2545,13037,9.99200722162641e-15,4.26448298325519e-13,NDUFB2
2548,13041,2.46927145397535e-10,8.48170259557288e-09,TMEM178B
2549,13046,0.0008800657917895,0.0179543629370622,AGK
2550,13048,4.43423076035288e-13,1.7532038681155498e-11,KIAA1147
2552,13144,5.55e-17,3.0053560136053704e-15,EPHB6
2554,13161,0.0007178657889641,0.0148380610268267,FAM131B
2555,13164,0.0012891845490231,0.025735065866826,ZYX
2556,13173,3.36943805767653e-06,8.7812261535919e-05,TCAF1
2557,13195,5.55e-17,3.0053560136053704e-15,CNTNAP2
2559,13204,3.8470788776834305e-09,1.22714366504146e-07,PDIA4
2560,13221,3.21174483119968e-07,9.07292463913607e-06,ATP6V0E2
2561,13229,5.75553259920536e-05,0.001343856125071,RARRES2
2562,13231,0.0007345260919924,0.0151517423777275,REPIN1
2565,13254,9.10382880192628e-15,3.8962785359083597e-13,CDK5
2570,13267,0.001963159847004,0.0384464532300138,SMARCD3
2572,13274,2.2204460492503099e-16,1.00733054830801e-14,RHEB
2573,13275,1.43455873180542e-07,4.13451856594232e-06,PRKAG2
2574,13276,0.0007270352616506,0.0150174545003553,PRKAG2-AS1
2575,13279,0.0005799031910895,0.0121048924921066,GALNT11
2576,13281,8.70069574765431e-06,0.0002194678187917,KMT2C
2577,13284,4.5224268774291e-11,1.6178316999838602e-09,ACTR3B
2578,13286,5.55e-17,3.0053560136053704e-15,DPP6
2579,13302,0.0018473413842581,0.0362759673137439,INSIG1
2580,13310,0.002036751780122,0.0397512429573058,RBM33
2581,13319,1.87705293530627e-08,5.76812640802489e-07,LMBR1
2584,13333,1.17683640610267e-14,4.99823167347007e-13,PTPRN2
2587,13355,0.0003079041861429,0.0066305804526256,SLC25A6
2589,13367,5.55e-17,3.0053560136053704e-15,CD99
2591,13390,2.9139177977755e-05,0.0007001208448494,STS
2592,13403,0.001774628300204,0.0349472141721132,SHROOM2
2595,13416,0.0001265336168533,0.0028574706909768,FRMPD4
2596,13418,9.75275346482007e-07,2.6617664150804e-05,PRPS2
2597,13422,5.55e-17,3.0053560136053704e-15,TMSB4X
2599,13435,5.55e-17,3.0053560136053704e-15,GPM6B
2604,13471,5.1122508931245e-05,0.0012014433437796,CDKL5
2606,13480,0.0001331453409199,0.0030012479967665,SH3KBP1
2607,13482,5.55e-17,3.0053560136053704e-15,MAP7D2
2610,13489,9.66328905782632e-10,3.2094425172046e-08,CNKSR2
2611,13494,6.25293350431377e-09,1.97448996096647e-07,SMS
2612,13503,3.2096725277597203e-09,1.03080277629884e-07,PRDX4
2616,13517,0.0003209035140983,0.0068935479882388,ARX
2617,13544,0.0004098614001817,0.0086826935927041,DMD
2618,13549,6.576276019854e-06,0.0001673283353201,TMEM47
2619,13560,2.2204460492503099e-16,1.00733054830801e-14,DYNLT3
2620,13568,5.55e-17,3.0053560136053704e-15,TSPAN7
2621,13570,5.55e-17,3.0053560136053704e-15,MID1IP1
2622,13580,2.2204460492503099e-16,1.00733054830801e-14,ATP6AP2
2628,13617,3.59896272783544e-08,1.08739954729246e-06,SLC9A7
